call_id,timestamp,date,agent_id,agent_name,campaign_id,campaign_name,dialer,disposition,duration_sec,is_connected
CALL000467,2026-04-30 10:20:45,2026-04-30,AGT019,Julia Davis,CMP002,Product Renewal Outreach,Twilio,Connected,596,1
CALL000468,2026-04-30 09:08:48,2026-04-30,AGT010,Linda Martinez,CMP001,Q2 Collections Drive,Five9,Connected,571,1
CALL000469,2026-04-30 10:44:55,2026-04-30,AGT014,Chris Taylor,CMP005,New Leads May Blast,Five9,Callback Scheduled,51,0
CALL000470,2026-04-30 11:48:53,2026-04-30,AGT005,James Williams,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000471,2026-04-30 12:40:26,2026-04-30,AGT013,Kevin Walker,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000472,2026-04-30 09:25:32,2026-04-30,AGT013,Kevin Walker,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000473,2026-04-30 15:31:20,2026-04-30,AGT009,Nina Robinson,CMP003,Customer Support Inbound,Acqueon,Busy,0,0
CALL000474,2026-04-30 09:46:29,2026-04-30,AGT019,Julia Davis,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000475,2026-04-30 14:13:27,2026-04-30,AGT012,Nina Anderson,CMP005,New Leads May Blast,Five9,No Answer,0,0
CALL000476,2026-04-30 13:35:36,2026-04-30,AGT007,Mei Davis,CMP002,Product Renewal Outreach,Twilio,Connected,335,1
CALL000477,2026-04-30 08:02:06,2026-04-30,AGT005,James Williams,CMP003,Customer Support Inbound,Acqueon,Voicemail,31,0
CALL000478,2026-04-30 10:28:29,2026-04-30,AGT015,Julia Brown,CMP001,Q2 Collections Drive,Five9,Wrong Number,0,0
CALL000479,2026-04-30 10:56:41,2026-04-30,AGT001,Priya Smith,CMP005,New Leads May Blast,Five9,Voicemail,54,0
CALL000480,2026-04-30 12:05:41,2026-04-30,AGT010,Linda Martinez,CMP001,Q2 Collections Drive,Five9,Do Not Call,0,0
CALL000481,2026-04-30 10:03:25,2026-04-30,AGT012,Nina Anderson,CMP001,Q2 Collections Drive,Five9,Voicemail,51,0
CALL000482,2026-04-30 14:41:05,2026-04-30,AGT010,Linda Martinez,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000483,2026-04-30 17:14:33,2026-04-30,AGT004,Omar Lewis,CMP001,Q2 Collections Drive,Five9,Voicemail,18,0
CALL000484,2026-04-30 09:55:27,2026-04-30,AGT015,Julia Brown,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000485,2026-04-30 09:06:20,2026-04-30,AGT005,James Williams,CMP002,Product Renewal Outreach,Twilio,Connected,136,1
CALL000486,2026-04-30 10:04:33,2026-04-30,AGT012,Nina Anderson,CMP005,New Leads May Blast,Five9,Connected,181,1
CALL000487,2026-04-30 15:22:46,2026-04-30,AGT019,Julia Davis,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000488,2026-04-30 17:43:28,2026-04-30,AGT007,Mei Davis,CMP003,Customer Support Inbound,Acqueon,Connected,466,1
CALL000489,2026-04-30 17:46:24,2026-04-30,AGT007,Mei Davis,CMP001,Q2 Collections Drive,Five9,Connected,171,1
CALL000490,2026-04-30 11:17:41,2026-04-30,AGT012,Nina Anderson,CMP005,New Leads May Blast,Five9,Connected,188,1
CALL000491,2026-04-30 17:18:49,2026-04-30,AGT003,Kevin Kim,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000492,2026-04-30 12:13:33,2026-04-30,AGT001,Priya Smith,CMP004,Win-Back Campaign,RingCentral,No Answer,0,0
CALL000493,2026-04-30 12:41:03,2026-04-30,AGT020,Nina Brown,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000494,2026-04-30 17:04:33,2026-04-30,AGT008,Raj Chen,CMP002,Product Renewal Outreach,Twilio,Connected,556,1
CALL000495,2026-04-30 10:24:55,2026-04-30,AGT001,Priya Smith,CMP005,New Leads May Blast,Five9,Do Not Call,0,0
CALL000496,2026-04-30 15:49:04,2026-04-30,AGT019,Julia Davis,CMP002,Product Renewal Outreach,Twilio,Voicemail,21,0
CALL000497,2026-04-30 08:59:03,2026-04-30,AGT001,Priya Smith,CMP003,Customer Support Inbound,Acqueon,Connected,265,1
CALL000498,2026-04-30 16:49:26,2026-04-30,AGT013,Kevin Walker,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000499,2026-04-30 16:39:09,2026-04-30,AGT014,Chris Taylor,CMP003,Customer Support Inbound,Acqueon,Connected,594,1
CALL000500,2026-04-30 10:34:20,2026-04-30,AGT009,Nina Robinson,CMP001,Q2 Collections Drive,Five9,Connected,253,1
CALL000501,2026-04-30 09:19:44,2026-04-30,AGT013,Kevin Walker,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000502,2026-04-30 08:15:05,2026-04-30,AGT014,Chris Taylor,CMP003,Customer Support Inbound,Acqueon,Busy,0,0
CALL000503,2026-04-30 08:19:42,2026-04-30,AGT014,Chris Taylor,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000504,2026-04-30 08:10:31,2026-04-30,AGT006,Tyler Patel,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000505,2026-04-30 12:10:23,2026-04-30,AGT012,Nina Anderson,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000506,2026-04-30 09:49:57,2026-04-30,AGT005,James Williams,CMP003,Customer Support Inbound,Acqueon,Busy,0,0
CALL000507,2026-04-30 09:16:45,2026-04-30,AGT001,Priya Smith,CMP002,Product Renewal Outreach,Twilio,Voicemail,43,0
CALL000508,2026-04-30 13:03:31,2026-04-30,AGT019,Julia Davis,CMP003,Customer Support Inbound,Acqueon,Voicemail,42,0
CALL000509,2026-04-30 17:43:46,2026-04-30,AGT019,Julia Davis,CMP001,Q2 Collections Drive,Five9,Connected,150,1
CALL000510,2026-04-30 08:15:02,2026-04-30,AGT004,Omar Lewis,CMP001,Q2 Collections Drive,Five9,Voicemail,12,0
CALL000511,2026-04-30 10:59:54,2026-04-30,AGT016,Linda Garcia,CMP002,Product Renewal Outreach,Twilio,Wrong Number,0,0
CALL000512,2026-04-30 14:14:20,2026-04-30,AGT002,Priya Lewis,CMP003,Customer Support Inbound,Acqueon,Wrong Number,0,0
CALL000513,2026-04-30 12:52:04,2026-04-30,AGT008,Raj Chen,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000514,2026-04-30 10:14:51,2026-04-30,AGT019,Julia Davis,CMP002,Product Renewal Outreach,Twilio,Voicemail,13,0
CALL000515,2026-04-30 09:56:29,2026-04-30,AGT017,Andre Wilson,CMP005,New Leads May Blast,Five9,Do Not Call,0,0
CALL000516,2026-04-30 16:29:00,2026-04-30,AGT010,Linda Martinez,CMP004,Win-Back Campaign,RingCentral,Connected,133,1
CALL000517,2026-04-30 12:47:39,2026-04-30,AGT012,Nina Anderson,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000518,2026-04-30 15:49:49,2026-04-30,AGT008,Raj Chen,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000519,2026-04-30 11:09:00,2026-04-30,AGT007,Mei Davis,CMP003,Customer Support Inbound,Acqueon,Voicemail,60,0
CALL000520,2026-04-30 08:21:00,2026-04-30,AGT014,Chris Taylor,CMP001,Q2 Collections Drive,Five9,Voicemail,50,0
CALL000521,2026-04-30 09:13:33,2026-04-30,AGT013,Kevin Walker,CMP004,Win-Back Campaign,RingCentral,No Answer,0,0
CALL000522,2026-04-30 10:45:17,2026-04-30,AGT008,Raj Chen,CMP002,Product Renewal Outreach,Twilio,Do Not Call,0,0
CALL000523,2026-04-30 14:44:57,2026-04-30,AGT003,Kevin Kim,CMP001,Q2 Collections Drive,Five9,Connected,577,1
CALL000524,2026-04-30 17:06:32,2026-04-30,AGT012,Nina Anderson,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000525,2026-04-30 17:03:27,2026-04-30,AGT005,James Williams,CMP003,Customer Support Inbound,Acqueon,Voicemail,47,0
CALL000526,2026-04-30 14:44:53,2026-04-30,AGT005,James Williams,CMP001,Q2 Collections Drive,Five9,Connected,367,1
CALL000527,2026-04-30 11:08:49,2026-04-30,AGT011,Raj Davis,CMP002,Product Renewal Outreach,Twilio,Connected,121,1
CALL000528,2026-04-30 15:20:26,2026-04-30,AGT019,Julia Davis,CMP001,Q2 Collections Drive,Five9,Connected,505,1
CALL000529,2026-04-30 11:28:19,2026-04-30,AGT004,Omar Lewis,CMP003,Customer Support Inbound,Acqueon,Do Not Call,0,0
CALL000530,2026-04-30 12:52:45,2026-04-30,AGT015,Julia Brown,CMP001,Q2 Collections Drive,Five9,Connected,206,1
CALL000531,2026-04-30 13:09:05,2026-04-30,AGT020,Nina Brown,CMP001,Q2 Collections Drive,Five9,Busy,0,0
CALL000532,2026-04-30 12:16:52,2026-04-30,AGT008,Raj Chen,CMP005,New Leads May Blast,Five9,Voicemail,13,0
CALL000533,2026-04-30 16:47:35,2026-04-30,AGT006,Tyler Patel,CMP001,Q2 Collections Drive,Five9,Voicemail,38,0
CALL000534,2026-04-30 09:00:03,2026-04-30,AGT008,Raj Chen,CMP001,Q2 Collections Drive,Five9,Connected,188,1
CALL000535,2026-04-30 13:43:40,2026-04-30,AGT008,Raj Chen,CMP001,Q2 Collections Drive,Five9,Busy,0,0
CALL000536,2026-04-30 08:04:12,2026-04-30,AGT003,Kevin Kim,CMP003,Customer Support Inbound,Acqueon,Connected,121,1
CALL000537,2026-04-30 09:02:29,2026-04-30,AGT015,Julia Brown,CMP004,Win-Back Campaign,RingCentral,Connected,384,1
CALL000538,2026-04-30 14:31:01,2026-04-30,AGT002,Priya Lewis,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000539,2026-04-30 10:17:17,2026-04-30,AGT013,Kevin Walker,CMP003,Customer Support Inbound,Acqueon,Connected,264,1
CALL000540,2026-04-30 17:15:41,2026-04-30,AGT015,Julia Brown,CMP005,New Leads May Blast,Five9,Connected,679,1
CALL000541,2026-04-30 15:03:05,2026-04-30,AGT010,Linda Martinez,CMP002,Product Renewal Outreach,Twilio,Wrong Number,0,0
CALL000542,2026-04-30 16:15:40,2026-04-30,AGT009,Nina Robinson,CMP002,Product Renewal Outreach,Twilio,Voicemail,51,0
CALL000543,2026-04-30 13:30:34,2026-04-30,AGT018,Chris Johnson,CMP004,Win-Back Campaign,RingCentral,Callback Scheduled,60,0
CALL000544,2026-04-30 13:24:17,2026-04-30,AGT016,Linda Garcia,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000545,2026-04-30 08:57:51,2026-04-30,AGT006,Tyler Patel,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000546,2026-04-30 13:49:37,2026-04-30,AGT009,Nina Robinson,CMP001,Q2 Collections Drive,Five9,Callback Scheduled,43,0
CALL000547,2026-04-30 11:17:34,2026-04-30,AGT008,Raj Chen,CMP005,New Leads May Blast,Five9,Connected,717,1
CALL000548,2026-04-30 17:54:51,2026-04-30,AGT002,Priya Lewis,CMP004,Win-Back Campaign,RingCentral,Do Not Call,0,0
CALL000549,2026-04-30 10:11:15,2026-04-30,AGT013,Kevin Walker,CMP002,Product Renewal Outreach,Twilio,Busy,0,0
CALL000550,2026-04-30 13:58:37,2026-04-30,AGT019,Julia Davis,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000551,2026-04-30 17:09:36,2026-04-30,AGT001,Priya Smith,CMP003,Customer Support Inbound,Acqueon,Voicemail,46,0
CALL000552,2026-04-30 15:34:19,2026-04-30,AGT007,Mei Davis,CMP004,Win-Back Campaign,RingCentral,Busy,0,0
CALL000553,2026-04-30 17:14:01,2026-04-30,AGT006,Tyler Patel,CMP002,Product Renewal Outreach,Twilio,Connected,283,1
CALL000554,2026-04-30 11:51:08,2026-04-30,AGT017,Andre Wilson,CMP002,Product Renewal Outreach,Twilio,Connected,673,1
CALL000555,2026-04-30 13:03:01,2026-04-30,AGT011,Raj Davis,CMP003,Customer Support Inbound,Acqueon,Wrong Number,0,0
CALL000556,2026-04-30 09:54:33,2026-04-30,AGT005,James Williams,CMP003,Customer Support Inbound,Acqueon,Wrong Number,0,0
CALL000557,2026-04-30 14:37:06,2026-04-30,AGT012,Nina Anderson,CMP005,New Leads May Blast,Five9,Voicemail,52,0
CALL000558,2026-04-30 14:50:40,2026-04-30,AGT011,Raj Davis,CMP002,Product Renewal Outreach,Twilio,Connected,206,1
CALL000559,2026-04-30 17:50:22,2026-04-30,AGT016,Linda Garcia,CMP003,Customer Support Inbound,Acqueon,Connected,620,1
CALL000560,2026-04-30 14:19:46,2026-04-30,AGT008,Raj Chen,CMP003,Customer Support Inbound,Acqueon,Busy,0,0
CALL000561,2026-04-30 17:25:54,2026-04-30,AGT010,Linda Martinez,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000562,2026-04-30 17:14:40,2026-04-30,AGT019,Julia Davis,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000563,2026-04-30 09:15:22,2026-04-30,AGT019,Julia Davis,CMP001,Q2 Collections Drive,Five9,Voicemail,31,0
CALL000564,2026-04-30 09:52:45,2026-04-30,AGT011,Raj Davis,CMP001,Q2 Collections Drive,Five9,Wrong Number,0,0
CALL000565,2026-04-30 09:22:16,2026-04-30,AGT011,Raj Davis,CMP002,Product Renewal Outreach,Twilio,Connected,300,1
CALL000566,2026-04-30 14:10:56,2026-04-30,AGT004,Omar Lewis,CMP003,Customer Support Inbound,Acqueon,Connected,493,1
CALL000567,2026-04-30 14:06:53,2026-04-30,AGT014,Chris Taylor,CMP002,Product Renewal Outreach,Twilio,Voicemail,44,0
CALL000568,2026-04-30 11:10:28,2026-04-30,AGT016,Linda Garcia,CMP004,Win-Back Campaign,RingCentral,No Answer,0,0
CALL000569,2026-04-30 13:16:06,2026-04-30,AGT003,Kevin Kim,CMP004,Win-Back Campaign,RingCentral,Connected,65,1
CALL000570,2026-04-30 10:46:04,2026-04-30,AGT003,Kevin Kim,CMP002,Product Renewal Outreach,Twilio,Wrong Number,0,0
CALL000571,2026-04-30 17:39:57,2026-04-30,AGT018,Chris Johnson,CMP005,New Leads May Blast,Five9,Callback Scheduled,31,0
CALL000572,2026-04-30 10:38:56,2026-04-30,AGT016,Linda Garcia,CMP003,Customer Support Inbound,Acqueon,Voicemail,51,0
CALL000573,2026-04-30 11:26:44,2026-04-30,AGT014,Chris Taylor,CMP001,Q2 Collections Drive,Five9,Connected,255,1
CALL000574,2026-04-30 12:42:18,2026-04-30,AGT018,Chris Johnson,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000575,2026-04-30 16:53:31,2026-04-30,AGT010,Linda Martinez,CMP001,Q2 Collections Drive,Five9,Connected,630,1
CALL000576,2026-04-30 12:52:42,2026-04-30,AGT005,James Williams,CMP001,Q2 Collections Drive,Five9,Connected,134,1
CALL000577,2026-04-30 10:40:18,2026-04-30,AGT020,Nina Brown,CMP002,Product Renewal Outreach,Twilio,Connected,256,1
CALL000578,2026-04-30 15:31:57,2026-04-30,AGT003,Kevin Kim,CMP002,Product Renewal Outreach,Twilio,Connected,452,1
CALL000579,2026-04-30 13:56:24,2026-04-30,AGT009,Nina Robinson,CMP001,Q2 Collections Drive,Five9,Voicemail,21,0
CALL000580,2026-04-30 15:16:14,2026-04-30,AGT012,Nina Anderson,CMP001,Q2 Collections Drive,Five9,Connected,495,1
CALL000581,2026-04-30 09:42:22,2026-04-30,AGT009,Nina Robinson,CMP003,Customer Support Inbound,Acqueon,Connected,144,1
CALL000582,2026-04-30 11:35:03,2026-04-30,AGT018,Chris Johnson,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000583,2026-04-30 15:36:56,2026-04-30,AGT013,Kevin Walker,CMP004,Win-Back Campaign,RingCentral,Voicemail,44,0
CALL000584,2026-04-30 16:36:57,2026-04-30,AGT008,Raj Chen,CMP002,Product Renewal Outreach,Twilio,Connected,80,1
CALL000585,2026-04-30 17:09:07,2026-04-30,AGT017,Andre Wilson,CMP004,Win-Back Campaign,RingCentral,No Answer,0,0
CALL000586,2026-04-30 11:08:02,2026-04-30,AGT015,Julia Brown,CMP001,Q2 Collections Drive,Five9,Callback Scheduled,23,0
CALL000587,2026-04-30 11:52:40,2026-04-30,AGT014,Chris Taylor,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000588,2026-04-30 09:24:35,2026-04-30,AGT005,James Williams,CMP004,Win-Back Campaign,RingCentral,Connected,113,1
CALL000589,2026-04-30 16:29:58,2026-04-30,AGT013,Kevin Walker,CMP003,Customer Support Inbound,Acqueon,Busy,0,0
CALL000590,2026-04-30 16:50:26,2026-04-30,AGT001,Priya Smith,CMP004,Win-Back Campaign,RingCentral,No Answer,0,0
CALL000591,2026-04-30 17:48:06,2026-04-30,AGT004,Omar Lewis,CMP002,Product Renewal Outreach,Twilio,Connected,647,1
CALL000592,2026-04-30 16:56:22,2026-04-30,AGT004,Omar Lewis,CMP003,Customer Support Inbound,Acqueon,Connected,337,1
CALL000593,2026-04-30 17:38:30,2026-04-30,AGT014,Chris Taylor,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000594,2026-04-30 17:43:44,2026-04-30,AGT002,Priya Lewis,CMP001,Q2 Collections Drive,Five9,Voicemail,49,0
CALL000595,2026-04-30 13:44:15,2026-04-30,AGT013,Kevin Walker,CMP001,Q2 Collections Drive,Five9,Wrong Number,0,0
CALL000596,2026-04-30 13:01:21,2026-04-30,AGT002,Priya Lewis,CMP003,Customer Support Inbound,Acqueon,Wrong Number,0,0
CALL000597,2026-04-30 09:55:14,2026-04-30,AGT010,Linda Martinez,CMP002,Product Renewal Outreach,Twilio,Busy,0,0
CALL000598,2026-04-30 13:17:46,2026-04-30,AGT005,James Williams,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000599,2026-04-30 11:58:52,2026-04-30,AGT014,Chris Taylor,CMP003,Customer Support Inbound,Acqueon,Connected,497,1
CALL000600,2026-04-30 13:52:03,2026-04-30,AGT014,Chris Taylor,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000601,2026-04-30 14:08:49,2026-04-30,AGT017,Andre Wilson,CMP004,Win-Back Campaign,RingCentral,Connected,563,1
CALL000602,2026-04-30 11:53:03,2026-04-30,AGT017,Andre Wilson,CMP005,New Leads May Blast,Five9,Connected,242,1
CALL000603,2026-04-30 11:17:23,2026-04-30,AGT008,Raj Chen,CMP001,Q2 Collections Drive,Five9,Connected,414,1
CALL000604,2026-04-30 09:43:01,2026-04-30,AGT015,Julia Brown,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000605,2026-04-30 10:55:30,2026-04-30,AGT008,Raj Chen,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000606,2026-04-30 09:18:01,2026-04-30,AGT019,Julia Davis,CMP003,Customer Support Inbound,Acqueon,Connected,309,1
CALL000607,2026-04-30 11:54:14,2026-04-30,AGT013,Kevin Walker,CMP001,Q2 Collections Drive,Five9,Busy,0,0
CALL000608,2026-04-30 16:01:55,2026-04-30,AGT008,Raj Chen,CMP003,Customer Support Inbound,Acqueon,Connected,464,1
CALL000609,2026-04-30 17:51:00,2026-04-30,AGT001,Priya Smith,CMP002,Product Renewal Outreach,Twilio,Connected,222,1
CALL000610,2026-04-30 12:45:45,2026-04-30,AGT008,Raj Chen,CMP001,Q2 Collections Drive,Five9,Busy,0,0
CALL000611,2026-04-30 15:16:13,2026-04-30,AGT009,Nina Robinson,CMP002,Product Renewal Outreach,Twilio,Voicemail,32,0
CALL000612,2026-04-30 14:37:06,2026-04-30,AGT015,Julia Brown,CMP002,Product Renewal Outreach,Twilio,Voicemail,49,0
CALL000613,2026-04-30 13:35:41,2026-04-30,AGT001,Priya Smith,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000614,2026-04-30 15:04:21,2026-04-30,AGT020,Nina Brown,CMP003,Customer Support Inbound,Acqueon,Connected,155,1
CALL000615,2026-04-30 12:41:45,2026-04-30,AGT009,Nina Robinson,CMP003,Customer Support Inbound,Acqueon,Busy,0,0
CALL000616,2026-04-30 08:51:54,2026-04-30,AGT010,Linda Martinez,CMP001,Q2 Collections Drive,Five9,Voicemail,25,0
CALL000617,2026-04-30 08:41:31,2026-04-30,AGT020,Nina Brown,CMP002,Product Renewal Outreach,Twilio,Connected,188,1
CALL000618,2026-04-30 08:37:45,2026-04-30,AGT010,Linda Martinez,CMP001,Q2 Collections Drive,Five9,Voicemail,34,0
CALL000619,2026-04-30 16:40:50,2026-04-30,AGT019,Julia Davis,CMP004,Win-Back Campaign,RingCentral,Connected,272,1
CALL000620,2026-04-30 16:19:54,2026-04-30,AGT016,Linda Garcia,CMP005,New Leads May Blast,Five9,No Answer,0,0
CALL000621,2026-04-30 10:18:06,2026-04-30,AGT006,Tyler Patel,CMP004,Win-Back Campaign,RingCentral,Busy,0,0
CALL000622,2026-04-30 10:43:57,2026-04-30,AGT016,Linda Garcia,CMP001,Q2 Collections Drive,Five9,Connected,617,1
CALL000623,2026-04-30 12:26:50,2026-04-30,AGT011,Raj Davis,CMP003,Customer Support Inbound,Acqueon,Connected,273,1
CALL000624,2026-04-30 15:54:07,2026-04-30,AGT011,Raj Davis,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000625,2026-04-30 17:39:04,2026-04-30,AGT016,Linda Garcia,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000626,2026-04-30 14:33:19,2026-04-30,AGT016,Linda Garcia,CMP005,New Leads May Blast,Five9,Voicemail,53,0
CALL000627,2026-04-30 10:12:21,2026-04-30,AGT014,Chris Taylor,CMP001,Q2 Collections Drive,Five9,Busy,0,0
CALL000628,2026-04-30 15:09:20,2026-04-30,AGT014,Chris Taylor,CMP005,New Leads May Blast,Five9,Wrong Number,0,0
CALL000629,2026-04-30 10:20:40,2026-04-30,AGT006,Tyler Patel,CMP004,Win-Back Campaign,RingCentral,Voicemail,50,0
CALL000630,2026-04-30 17:48:10,2026-04-30,AGT002,Priya Lewis,CMP001,Q2 Collections Drive,Five9,Connected,217,1
CALL000631,2026-04-30 10:39:27,2026-04-30,AGT016,Linda Garcia,CMP004,Win-Back Campaign,RingCentral,No Answer,0,0
CALL000632,2026-04-30 14:00:02,2026-04-30,AGT014,Chris Taylor,CMP002,Product Renewal Outreach,Twilio,Do Not Call,0,0
CALL000633,2026-04-30 13:48:53,2026-04-30,AGT018,Chris Johnson,CMP001,Q2 Collections Drive,Five9,Voicemail,10,0
CALL000634,2026-04-30 11:14:44,2026-04-30,AGT017,Andre Wilson,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000635,2026-04-30 17:19:10,2026-04-30,AGT012,Nina Anderson,CMP002,Product Renewal Outreach,Twilio,Connected,560,1
CALL000636,2026-04-30 15:46:33,2026-04-30,AGT003,Kevin Kim,CMP004,Win-Back Campaign,RingCentral,Connected,342,1
CALL000637,2026-04-30 10:21:57,2026-04-30,AGT020,Nina Brown,CMP003,Customer Support Inbound,Acqueon,Voicemail,53,0
CALL000638,2026-04-30 08:14:14,2026-04-30,AGT016,Linda Garcia,CMP002,Product Renewal Outreach,Twilio,Connected,458,1
CALL000639,2026-04-30 10:07:23,2026-04-30,AGT005,James Williams,CMP001,Q2 Collections Drive,Five9,Connected,561,1
CALL000640,2026-04-30 16:39:03,2026-04-30,AGT002,Priya Lewis,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000641,2026-04-30 08:03:44,2026-04-30,AGT020,Nina Brown,CMP005,New Leads May Blast,Five9,No Answer,0,0
CALL000642,2026-04-30 12:30:44,2026-04-30,AGT004,Omar Lewis,CMP002,Product Renewal Outreach,Twilio,Voicemail,45,0
CALL000643,2026-04-30 08:19:26,2026-04-30,AGT005,James Williams,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000644,2026-04-30 10:26:53,2026-04-30,AGT004,Omar Lewis,CMP003,Customer Support Inbound,Acqueon,Connected,665,1
CALL000645,2026-04-30 12:07:50,2026-04-30,AGT004,Omar Lewis,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000646,2026-04-30 12:53:33,2026-04-30,AGT004,Omar Lewis,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000647,2026-04-30 08:35:31,2026-04-30,AGT007,Mei Davis,CMP002,Product Renewal Outreach,Twilio,Voicemail,20,0
CALL000648,2026-04-30 08:00:42,2026-04-30,AGT007,Mei Davis,CMP003,Customer Support Inbound,Acqueon,Voicemail,25,0
CALL000649,2026-04-30 15:09:05,2026-04-30,AGT003,Kevin Kim,CMP005,New Leads May Blast,Five9,Busy,0,0
CALL000650,2026-04-30 12:41:14,2026-04-30,AGT017,Andre Wilson,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000651,2026-04-30 08:06:52,2026-04-30,AGT015,Julia Brown,CMP005,New Leads May Blast,Five9,Connected,520,1
CALL000652,2026-04-30 13:51:43,2026-04-30,AGT006,Tyler Patel,CMP005,New Leads May Blast,Five9,Busy,0,0
CALL000653,2026-04-30 08:54:08,2026-04-30,AGT011,Raj Davis,CMP002,Product Renewal Outreach,Twilio,Connected,91,1
CALL000654,2026-04-30 17:17:56,2026-04-30,AGT006,Tyler Patel,CMP002,Product Renewal Outreach,Twilio,Wrong Number,0,0
CALL000655,2026-04-30 14:25:29,2026-04-30,AGT003,Kevin Kim,CMP002,Product Renewal Outreach,Twilio,Connected,161,1
CALL000656,2026-04-30 15:51:26,2026-04-30,AGT009,Nina Robinson,CMP004,Win-Back Campaign,RingCentral,No Answer,0,0
CALL000657,2026-04-30 08:54:10,2026-04-30,AGT006,Tyler Patel,CMP001,Q2 Collections Drive,Five9,No Answer,0,0
CALL000658,2026-04-30 17:43:28,2026-04-30,AGT004,Omar Lewis,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000659,2026-04-30 17:01:55,2026-04-30,AGT006,Tyler Patel,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000660,2026-04-30 15:02:04,2026-04-30,AGT005,James Williams,CMP002,Product Renewal Outreach,Twilio,Voicemail,36,0
CALL000661,2026-04-30 17:46:36,2026-04-30,AGT009,Nina Robinson,CMP003,Customer Support Inbound,Acqueon,Connected,582,1
CALL000662,2026-05-01 17:06:27,2026-05-01,AGT011,Raj Davis,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
CALL000663,2026-05-01 14:09:53,2026-05-01,AGT008,Raj Chen,CMP002,Product Renewal Outreach,Twilio,No Answer,0,0
CALL000664,2026-05-01 08:41:59,2026-05-01,AGT018,Chris Johnson,CMP005,New Leads May Blast,Five9,No Answer,0,0
CALL000665,2026-05-01 10:04:48,2026-05-01,AGT006,Tyler Patel,CMP003,Customer Support Inbound,Acqueon,Voicemail,41,0
CALL000666,2026-05-01 08:32:14,2026-05-01,AGT016,Linda Garcia,CMP002,Product Renewal Outreach,Twilio,Connected,329,1
CALL000667,2026-05-01 09:29:28,2026-05-01,AGT018,Chris Johnson,CMP003,Customer Support Inbound,Acqueon,Voicemail,25,0
CALL000668,2026-05-01 15:20:07,2026-05-01,AGT019,Julia Davis,CMP002,Product Renewal Outreach,Twilio,Busy,0,0
CALL000669,2026-05-01 14:02:35,2026-05-01,AGT016,Linda Garcia,CMP003,Customer Support Inbound,Acqueon,Connected,458,1
CALL000670,2026-05-01 17:40:19,2026-05-01,AGT018,Chris Johnson,CMP001,Q2 Collections Drive,Five9,Connected,663,1
CALL000671,2026-05-01 15:21:23,2026-05-01,AGT017,Andre Wilson,CMP003,Customer Support Inbound,Acqueon,No Answer,0,0
